"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","##PE - Central Absentee Precinct","00","Local","0","981","0","0","981","0","0","0"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","##PE - Central Absentee Precinct","08","Congressional","0","981","0","0","981","0","0","0"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","001 - ARLINGTON","08","Congressional","7","0","919","2","926","2803","183","2986"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","002 - ASHTON HEIGHTS","08","Congressional","18","0","1107","1","1125","3252","294","3546"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","003 - AURORA HILLS","08","Congressional","9","0","760","1","769","1854","133","1987"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","004 - BALLSTON","08","Congressional","8","0","1197","2","1205","3464","313","3777"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","005 - BARCROFT","08","Congressional","8","0","1113","5","1121","2741","190","2931"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","006 - CRYSTAL CITY","08","Congressional","10","0","833","3","843","2565","460","3025"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","007 - CHERRYDALE","08","Congressional","5","0","1129","4","1134","3061","185","3246"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","008 - HUME","08","Congressional","15","0","1317","0","1332","3780","559","4339"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","009 - COLUMBIA","08","Congressional","11","0","1200","3","1211","3814","395","4209"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","010 - WILSON","08","Congressional","7","0","1043","2","1050","4331","517","4847"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","011 - EAST FALLS CHURCH","08","Congressional","6","0","915","1","921","2153","113","2266"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","012 - FAIRLINGTON","08","Congressional","8","0","1306","1","1314","2591","167","2758"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","013 - GLEN CARLYN","08","Congressional","7","0","801","2","808","2145","104","2249"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","014 - CLARENDON","08","Congressional","8","0","753","1","761","2324","260","2584"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","015 - LYON PARK","08","Congressional","5","0","643","0","648","1762","138","1900"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","016 - LYON VILLAGE","08","Congressional","16","0","1042","1","1058","3272","304","3576"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","017 - OVERLEE KNOLLS","08","Congressional","10","0","1310","3","1320","3234","211","3445"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","018 - PARK LANE","08","Congressional","10","0","1271","1","1281","5411","831","6242"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","019 - ROSSLYN","08","Congressional","9","0","990","3","999","4008","657","4665"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","020 - THRIFTON","08","Congressional","6","0","910","3","916","2941","124","3065"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","021 - VIRGINIA HIGHLANDS","08","Congressional","5","0","632","3","637","1734","148","1882"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","022 - ABINGDON","08","Congressional","6","0","1183","4","1189","2893","258","3151"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","023 - WESTOVER","08","Congressional","11","0","1206","8","1217","2835","143","2978"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","024 - WOODLAWN","08","Congressional","11","0","1405","4","1416","3945","251","4196"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","025 - ARLINGTON FOREST","08","Congressional","4","0","1046","5","1050","2841","203","3044"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","026 - FILLMORE","08","Congressional","6","0","1216","7","1222","3627","400","4027"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","027 - JEFFERSON","08","Congressional","10","0","311","0","321","3108","221","3329"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","027 - JEFFERSON","08","Congressional","10","0","840","0","850","3108","221","3329"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","028 - WAKEFIELD","08","Congressional","10","0","1178","10","1188","3713","379","4092"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","029 - DOMINION HILLS","08","Congressional","9","0","1139","2","1148","2747","94","2841"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","030 - GLEBE","08","Congressional","10","0","974","12","984","3221","257","3478"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","031 - LEXINGTON","08","Congressional","4","0","1246","2","1250","2947","111","3058"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","032 - OAKRIDGE","08","Congressional","2","0","478","0","480","1328","142","1470"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","033 - ROCK SPRING","08","Congressional","8","0","1106","7","1114","3052","114","3166"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","034 - YORKTOWN","08","Congressional","3","0","1078","5","1081","2621","102","2723"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","035 - MADISON","08","Congressional","9","0","989","6","998","3234","132","3366"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","036 - MARSHALL","08","Congressional","8","0","1109","2","1117","3265","205","3470"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","037 - NOTTINGHAM","08","Congressional","6","0","1110","4","1116","2584","78","2662"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","038 - ARLINGTON VIEW","08","Congressional","7","0","846","1","853","2945","382","3327"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","039 - ASHLAWN","08","Congressional","6","0","680","4","686","1713","84","1797"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","040 - VIRGINIA SQUARE","08","Congressional","7","0","1245","0","1252","3872","504","4376"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","041 - NAVY LEAGUE","08","Congressional","4","0","744","0","748","3216","434","3650"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","042 - SHIRLINGTON","08","Congressional","6","0","798","4","804","2510","313","2823"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","043 - CAMPBELL","08","Congressional","9","0","758","9","767","2636","182","2818"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","044 - DAWSON TERRACE","08","Congressional","5","0","718","2","723","2371","331","2702"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","045 - BUCKINGHAM","08","Congressional","4","0","754","5","758","2471","247","2718"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","046 - CENTRAL","08","Congressional","4","0","1240","1","1244","3808","524","4332"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","047 - FOUR MILE RUN","08","Congressional","4","0","779","1","783","2297","198","2495"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","048 - AUSA","08","Congressional","5","0","672","1","677","2494","352","2846"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","049 - MONROE","08","Congressional","1","0","772","2","773","2344","243","2587"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","050 - CRYSTAL PLAZA","08","Congressional","3","0","940","1","943","3074","563","3637"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","051 - TAYLOR","08","Congressional","1","0","370","1","371","751","67","818"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","052 - GUNSTON","08","Congressional","3","0","784","2","787","2446","366","2812"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","053 - MET PARK","08","Congressional","5","0","1193","0","1198","3167","469","3636"
"2021 November General ","2021-11-02 00:00:00","ARLINGTON COUNTY","054 - GARFIELD PARK","08","Congressional","1","0","487","0","488","1471","224","1695"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##AB - Central Absentee Precinct","00","Local","0","462","0","0","462","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##AB - Central Absentee Precinct","00","Local","0","584","0","0","584","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##AB - Central Absentee Precinct","00","Local","0","860","0","0","860","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##AB - Central Absentee Precinct","00","Local","0","1924","0","0","1924","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##AB - Central Absentee Precinct","06","Congressional","9","1924","0","0","1933","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##EV - Central Absentee Precinct","00","Local","0","1572","0","0","1572","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##EV - Central Absentee Precinct","00","Local","0","2376","0","0","2376","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##EV - Central Absentee Precinct","00","Local","0","4301","0","0","4301","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##EV - Central Absentee Precinct","00","Local","0","8278","0","59","8278","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##EV - Central Absentee Precinct","06","Congressional","0","8278","0","0","8278","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##PE - Central Absentee Precinct","00","Local","0","13","0","0","13","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##PE - Central Absentee Precinct","00","Local","0","17","0","0","17","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##PE - Central Absentee Precinct","00","Local","0","34","0","0","34","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##PE - Central Absentee Precinct","00","Local","0","64","0","0","64","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","##PE - Central Absentee Precinct","06","Congressional","0","64","0","0","64","0","0","0"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","101 - JOLIVUE","06","Congressional","1","0","580","7","581","1452","42","1494"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","102 - STUARTS DRAFT ELEMENTARY","06","Congressional","4","0","740","4","744","1823","85","1908"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","103 - VERONA","06","Congressional","4","0","981","7","985","2985","88","3073"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","201 - CRIMORA","06","Congressional","1","0","1262","7","1263","3243","89","3332"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","202 - NEW HOPE","06","Congressional","0","0","857","3","857","1643","38","1681"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","203 - WEYERS CAVE","06","Congressional","1","0","1251","9","1252","2609","61","2670"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","301 - FORT DEFIANCE","06","Congressional","2","0","1480","14","1482","3983","93","4076"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","302 - NORTH RIVER","06","Congressional","1","0","529","3","530","1003","22","1025"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","303 - MOUNT SOLON","06","Congressional","1","0","796","6","797","1382","14","1396"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","304 - CHURCHVILLE FIRE STATION","06","Congressional","0","0","632","6","632","1206","25","1231"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","401 - BUFFALO GAP","06","Congressional","1","0","743","5","744","1420","20","1440"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","402 - CHURCHVILLE ELEMENTARY","06","Congressional","0","0","720","7","720","1345","24","1369"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","403 - CRAIGSVILLE","06","Congressional","0","0","599","1","599","1171","42","1213"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","404 - DEERFIELD","06","Congressional","0","0","299","4","299","471","9","480"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","405 - CEDAR GREEN","06","Congressional","0","0","823","5","823","1900","49","1949"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","501 - GREENVILLE","06","Congressional","5","0","1170","8","1175","2311","62","2373"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","502 - MIDDLEBROOK","06","Congressional","0","0","664","5","664","1141","21","1162"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","503 - SPOTTSWOOD","06","Congressional","1","0","715","3","716","1258","23","1281"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","504 - WHITE HILL","06","Congressional","0","0","442","5","442","2896","136","3032"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","504 - WHITE HILL","06","Congressional","0","0","652","5","652","2896","136","3032"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","601 - SHERANDO","06","Congressional","2","0","922","3","924","1828","43","1871"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","602 - RIDGEVIEW","06","Congressional","1","0","1720","32","1721","4032","95","4127"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","603 - LYNDHURST","06","Congressional","3","0","1191","9","1194","2526","60","2586"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","801 - DOOMS","06","Congressional","0","0","935","13","935","1976","33","2009"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","802 - FISHERSVILLE","06","Congressional","1","0","1486","10","1487","3365","86","3451"
"2021 November General ","2021-11-02 00:00:00","AUGUSTA COUNTY","803 - WILSON","06","Congressional","6","0","1166","5","1172","3205","158","3363"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##AB - Central Absentee Precinct","00","Local","0","66","0","0","66","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##AB - Central Absentee Precinct","06","Congressional","0","66","0","0","66","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##EV - Central Absentee Precinct","00","Local","0","262","0","0","262","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##EV - Central Absentee Precinct","06","Congressional","0","262","0","0","262","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##PE - Central Absentee Precinct","00","Local","0","7","0","0","7","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","##PE - Central Absentee Precinct","06","Congressional","0","7","0","0","7","0","0","0"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","101 - WARM SPRINGS","06","Congressional","0","0","276","0","276","587","39","626"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","102 - MOUNTAIN GROVE","06","Congressional","0","0","61","0","61","93","0","93"
"2021 November General ","2021-11-02 00:00:00","BATH COUNTY","201 - HOT SPRINGS","06","Congressional","0","0","225","0","225","523","25","548"
